customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,customer_status
CUST00768,Female,No,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,6810.05,122580.9,Active
CUST00769,Male,Yes,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4289.23,231618.42,Churned
CUST00770,Female,Yes,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),6575.29,32876.45,Churned
CUST00771,Male,No,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2908.64,78533.28,Churned
CUST00772,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,4650.95,9301.9,Churned
CUST00773,Male,No,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,5986.43,17959.29,Churned
CUST00774,Male,No,No,No,9,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),3712.18,33409.62,Churned
CUST00775,Female,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2218.45,59898.15,Active
CUST00776,Male,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3536.52,53047.8,Active
CUST00777,Male,No,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5359.08,117899.76,Active
CUST00778,Female,No,No,No,51,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),3891.57,198470.07,Active
CUST00779,Female,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),3215.95,28943.55,Active
CUST00780,Female,No,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,2728.55,68213.75,Active
CUST00781,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),4188.3,4188.3,Active
CUST00782,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),5345.08,10690.16,Active
CUST00783,Male,No,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2938.08,188037.12,Active
CUST00784,Male,No,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,4907.74,319003.1,Active
CUST00785,Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2765.8,44252.8,Churned
CUST00786,Female,No,Yes,No,8,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,2983.97,23871.76,Active
CUST00787,Female,Yes,Yes,No,55,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),3381.9,186004.5,Active
CUST00788,Male,No,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,5457.35,87317.6,Active
CUST00789,Male,No,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),6890.38,62013.42,Churned
CUST00790,Female,No,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2879.86,74876.36,Churned
CUST00791,Male,No,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),5209.15,109392.15,Active
CUST00792,Female,Yes,No,Yes,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5380.04,48420.36,Active
CUST00793,Female,No,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),2802.27,72859.02,Active
CUST00794,Female,No,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,3525.64,186858.92,Active
CUST00795,Male,No,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,5699.85,85497.75,Active
CUST00796,Female,No,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),4520.44,289308.16,Active
CUST00797,Female,No,No,Yes,9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),5038.7,45348.3,Active
CUST00798,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),6345.31,63453.1,Active
CUST00799,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5531.8,171485.8,Active
CUST00800,Female,Yes,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),5738.47,172154.1,Active
CUST00801,Female,No,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),6042.5,217530.0,Churned
CUST00802,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,6362.82,127256.4,Active
CUST00803,Female,No,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,5508.78,110175.6,Active
CUST00804,Female,No,No,Yes,31,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,3862.58,119739.98,Active
CUST00805,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,6436.74,77240.88,Active
CUST00806,Female,Yes,Yes,No,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4541.31,63578.34,Active
CUST00807,Female,Yes,Yes,Yes,57,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,4769.3,271850.1,Active
CUST00808,Female,No,No,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,5252.86,73540.04,Active
CUST00809,Male,No,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),5577.77,150599.79,Active
CUST00810,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),5045.05,55495.55,Churned
CUST00811,Female,No,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),3497.28,97923.84,Active
CUST00812,Female,No,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),4071.47,48857.64,Active
CUST00813,Male,No,Yes,No,4,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3554.63,14218.52,Active
CUST00814,Female,No,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,3239.64,116627.04,Churned
CUST00815,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),6811.23,483597.33,Active
CUST00816,Female,Yes,Yes,No,63,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,3653.28,230156.64,Active
CUST00817,Female,No,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,6127.9,91918.5,Active
CUST00818,Male,Yes,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,5900.12,295006.0,Active
CUST00819,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,7076.99,21230.97,Churned
CUST00820,Male,Yes,No,No,9,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),5427.12,48844.08,Active
CUST00821,Female,No,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4499.99,49499.89,Churned
CUST00822,Male,No,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),5610.81,190767.54,Active
CUST00823,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),6908.17,483571.9,Active
CUST00824,Male,No,Yes,No,6,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,4575.17,27451.02,Active
CUST00825,Female,No,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,3268.1,22876.7,Active
CUST00826,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),5821.43,69857.16,Churned
CUST00827,Male,Yes,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,3370.06,6740.12,Churned
CUST00828,Male,No,No,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,4846.85,33927.95,Active
CUST00829,Female,Yes,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),3428.32,130276.16,Active
CUST00830,Male,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),6035.51,12071.02,Active
CUST00831,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,5245.84,5245.84,Active
CUST00832,Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,5851.77,64369.47,Churned
CUST00833,Male,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5572.88,100311.84,Churned
CUST00834,Male,No,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),4010.07,36090.63,Active
CUST00835,Male,No,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,6899.95,179398.7,Active
CUST00836,Male,No,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),5326.67,95880.06,Active
CUST00837,Female,Yes,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,6281.89,113074.02,Active
CUST00838,Male,Yes,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,5426.41,16279.23,Active
CUST00839,Female,No,No,No,58,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,5045.98,292666.84,Active
CUST00840,Female,No,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),4134.82,128179.42,Active
CUST00841,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,5575.23,61327.53,Active
CUST00842,Female,Yes,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),5445.31,234148.33,Active
CUST00843,Male,No,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,2546.04,78927.24,Active
CUST00844,Female,No,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,4661.9,97899.9,Active
CUST00845,Male,No,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,5117.65,117705.95,Active
CUST00846,Male,No,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),5640.12,231244.92,Active
CUST00847,Male,No,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,5344.57,176370.81,Churned
CUST00848,Female,Yes,Yes,Yes,23,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4982.24,114591.52,Active
CUST00849,Male,No,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,5334.83,90692.11,Active
CUST00850,Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,4483.4,26900.4,Active
CUST00851,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,2481.82,29781.84,Churned
CUST00852,Female,No,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),3045.29,54815.22,Active
CUST00853,Male,No,Yes,No,7,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,4470.65,31294.55,Churned
CUST00854,Female,No,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2362.63,151208.32,Active
CUST00855,Male,No,No,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4737.99,56855.88,Active
CUST00856,Male,No,Yes,Yes,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),5130.91,35916.37,Active
CUST00857,Male,No,Yes,No,55,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,4178.37,229810.35,Active
CUST00858,Male,No,Yes,No,44,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,4522.94,199009.36,Active
CUST00859,Female,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6617.71,119118.78,Churned
CUST00860,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),5580.52,16741.56,Active
CUST00861,Female,No,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),3036.01,91080.3,Active
CUST00862,Male,Yes,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3161.45,12645.8,Active
CUST00863,Female,No,Yes,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4891.65,53808.15,Active
CUST00864,Male,Yes,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,5503.03,126569.69,Active
CUST00865,Male,No,No,No,14,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,5132.55,71855.7,Active
CUST00866,Female,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,5602.91,33617.46,Active
CUST00867,Male,No,No,No,14,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,4692.82,65699.48,Active
CUST00868,Male,No,Yes,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),4255.09,8510.18,Churned
CUST00869,Female,No,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,5346.6,155051.4,Active
CUST00870,Female,No,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,2844.0,11376.0,Churned
CUST00871,Male,Yes,No,No,37,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,6363.02,235431.74,Active
CUST00872,Male,Yes,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5820.4,52383.6,Active
CUST00873,Female,No,No,Yes,68,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,4419.69,,Active
CUST00874,Male,No,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,5790.88,196889.92,Active
CUST00875,Male,Yes,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,4548.57,81874.26,Active
CUST00876,Male,Yes,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2908.73,11634.92,Churned
CUST00877,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),2962.81,29628.1,Churned
CUST00878,Female,No,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3979.74,179088.3,Churned
CUST00879,Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,2530.43,12652.15,Churned
CUST00880,Male,No,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,4549.96,109199.04,Active
CUST00881,Male,Yes,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,5640.85,73331.05,Churned
CUST00882,Female,No,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),5982.31,209380.85,Churned
CUST00883,Male,No,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),6084.26,60842.6,Active
CUST00884,Male,No,No,No,44,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),4133.34,181866.96,Active
CUST00885,Female,No,No,Yes,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,5202.7,306959.3,Active
CUST00886,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,6370.4,401335.2,Active
CUST00887,Female,No,Yes,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),5112.17,46009.53,Active
CUST00888,Male,No,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),2478.24,54521.28,Active
CUST00889,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,2181.01,52344.24,Churned
CUST00890,Male,No,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,5647.28,152476.56,Active
CUST00891,Female,No,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,3534.47,67154.93,Active
CUST00892,Female,No,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,5373.1,48357.9,Churned
CUST00893,Female,Yes,No,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4324.77,38922.93,Churned
CUST00894,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5270.52,115951.44,Active
CUST00895,Female,No,Yes,No,53,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,6063.72,321377.16,Active
CUST00896,Male,No,Yes,Yes,11,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,5944.14,65385.54,Active
CUST00897,Male,No,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2152.26,114069.78,Active
CUST00898,Female,No,Yes,No,35,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,5235.41,183239.35,Active
CUST00899,Male,No,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),2901.87,17411.22,Churned
CUST00900,Male,No,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2552.71,12763.55,Active
CUST00901,Male,No,No,No,42,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,3472.63,145850.46,Churned
CUST00902,Male,No,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),5212.26,119881.98,Active
CUST00903,Male,Yes,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,4766.68,61966.84,Churned
CUST00904,Female,No,No,No,65,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,4387.39,285180.35,Active
CUST00905,Male,No,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),4748.52,85473.36,Active
CUST00906,Female,No,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,5049.86,207044.26,Active
CUST00907,Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),6027.19,30135.95,Active
CUST00908,Male,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2433.76,9735.04,Churned
CUST00909,Male,Yes,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,5147.05,46323.45,Churned
CUST00910,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5691.54,34149.24,Churned
CUST00911,Female,Yes,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),6722.07,13444.14,Active
CUST00912,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),4113.1,28791.7,Active
CUST00913,Female,No,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),2708.95,70432.7,Active
CUST00914,Male,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2227.48,142558.72,Churned
CUST00915,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,5586.87,139671.75,Active
CUST00916,Male,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5600.67,274432.83,Churned
CUST00917,Male,Yes,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,5274.29,337554.56,Active
CUST00918,Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5032.79,115754.17,Churned
CUST00919,Female,No,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,6723.37,13446.74,Active
CUST00920,Male,Yes,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,5608.44,117777.24,Active
CUST00921,Female,No,Yes,Yes,12,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,3837.47,46049.64,Churned
CUST00922,Male,No,No,No,10,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),4876.71,48767.1,Active
CUST00923,Female,Yes,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),2732.69,16396.14,Churned
CUST00924,Female,No,Yes,No,32,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4126.38,132044.16,Churned
CUST00925,Male,Yes,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,3162.5,151800.0,Active
CUST00926,Male,No,Yes,No,9,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),5439.64,48956.76,Active
CUST00927,Male,No,No,Yes,21,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,4930.89,103548.69,Active
CUST00928,Female,No,Yes,Yes,36,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),4931.36,177528.96,Churned
CUST00929,Female,No,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),4110.87,20554.35,Active
CUST00930,Male,Yes,No,No,28,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,4123.78,115465.84,Active
CUST00931,Male,No,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,5169.49,289491.44,Active
CUST00932,Female,No,No,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5331.33,10662.66,Active
CUST00933,Female,Yes,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),5690.0,341400.0,Active
CUST00934,Female,No,No,Yes,33,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,3896.28,128577.24,Churned
CUST00935,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,5097.01,356790.7,Active
CUST00936,Male,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),5501.92,88030.72,Churned
CUST00937,Male,No,Yes,Yes,56,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4932.68,276230.08,Active
CUST00938,Female,No,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,5532.19,149369.13,Active
CUST00939,Male,No,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),6389.37,293911.02,Active
CUST00940,Female,No,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,5133.27,30799.62,Churned
CUST00941,Male,No,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,5406.17,86498.72,Churned
